DX extract;DX full;Name;Original Film or informations;Manufacturer;reliability;Country;Beginning year;End year;Distributor;Ava;Pic
;;"Japan Camera Center 1 hourcolor ""new"" (blue can)";;;;;;;;0;
;;"Japan Camera Center 1 hourcolor ""new"" (yellow can)";;;;;;;;0;
;;Japan Camera Center 1 hourcolor (yellow/red can);;;;;;;;0;
;;Japan Camera Center 1 hourcolor SHR100 (blue can);;;;;;;;0;
;;Japan Camera Center 1 hourcolor SHR100 (red can);;;;;;;;0;
;;Japan Color;Scotch Color EXL plus;3M (Italy);2;;1989;;Internat. Photo Trade Center;0;JapanColor.jpg
6840;868400;JCH FuguFilm 400 Positive color film #JCKH Japan Camera Hunter;“The film has been conceived and made completely from scratch”;Innoviscoat ??;;Made in UE ?;2022;;Japan Camera Hunter;1;Fugufilm400.jpg
6840;868400;JCH StreetPan 400 (black & red box) #JCKH Japan Camera Hunter;Discontinued Agfa Surveillance film. Could be Aviphot Pan 400s. New box design, same film.;Agfa;3;Made in Belgium;2021;;Japan Camera Hunter;2;JCHstreet2021.jpg
6840;868400;JCH StreetPan 400 #JCKH Japan Camera Hunter;Discontinued Agfa Surveillance film. Could be Aviphot Pan 400s ;Agfa;3;Made in Belgium;2016 (35mm), 2017 (120);2021;Japan Camera Hunter;0;JCH400.jpg
;;Jessops Black & White KB100 #B&W;Efke KB100 :Under Licence Du Pont De Nemours / Deutschland;;4;Made in Croatia;;;Jessops, GB;0;JessopsKB100.jpg
;;Jessops Colour Slide Film 100;;;;;;;Jessops, GB;0;JessopSlide100.jpg
;;Jessops CS100 Colour Slide Film;;;;Made in UE;2004;;Jessops, GB;0;JessopsCS100.jpg
1558;915584;Jessops diamond 2 Everyday ISO 400 #Diamond2;KODAK Color Negative 400;;3;;2007 ?;;Jessops, GB;0;JessopsDiamond2-400.jpg
0756;007564;Jessops diamond Everyday ISO 200;AgfaColor 200;;3;;2003;;Jessops, GB;0;JessopsDiamond200.jpg
0755;007550;Jessops diamond Fine ISO 100;Agfacolor 100-N;;3;;2003;;Jessops, GB;0;
;;Jessops diamond Max ISO 400;;;;;2003;;Jessops, GB;0;JessopsDiamond400.jpg
;;Jessops KB14 B&W;Adox KB14;;4;Made in Yugoslavia;;;Jessops, GB;0;
;;Jessops KB17 B&W;Adox KB17;;4;Made in Yugoslavia;;;Jessops, GB;0;
;;Jessops PAN 100 JESPAN100;;;;;;;Jessops, GB;0;
;;Jessops PAN 100s #pan100s;Agfa APX 100;Agfa;4;Made in UE;2004;;Jessops, GB;0;JessopsPan100s.jpg
;;Jessops PAN 400 JESPAN400;HP4 under licence ?;Valca ?;;Made in Spain;;;Jessops, GB;0;JessopPan400.jpg
;;Jessops PAN 400s B&W #pan400s;Agfa APX 400;Agfa;2;Made in UE;2004;;Jessops, GB;0;JessopsPan400s.jpg
;;Jessops PAN 400sx B&W #pan400sx;;Agfa ?;;Made in UE;;;Jessops, GB;0;JessopsPan400SX.jpg
;;Jessops R100 Black & White;Efke R100 (Efke R50 Tungsten);;4;Made in Croatia;;~2006 ?;Jessops, GB;0;JessopsR100.jpg
;;Jessops R200 Black & White;Efke R200 (Efke R100 Tungsten);;4;Made in Croatia;;~2006 ?;Jessops, GB;0;JessopsR200.jpg
;;Jessops R21 (ASA 200) Black & White;Efke R200 (Efke R100 Tungsten);;4;Made in Croatia;;;Jessops, GB;0;
;;Jessops R50 Black & White;Efke R50 (Efke R25 Tungsten);;4;Made in Croatia;;;Jessops, GB;0;
1852;018524;Jessops SHR100;PERUTZ SC 100 / Agfa;Agfa;3;Made in Germany;2004 ?;End of 2000’s ?;Jessops, GB;0;JessopsSHR100.jpg
1852;018524;Jessops SHR100 Improved Emulsion;Agfa ? Uncertain DX…;Agfa;1;Made in Germany ?;End of 2000’s ?;;Jessops, GB;0;JessopSHR100improved.jpg
1844;018444;Jessops SHR200;PERUTZ SC 200 / SC 200-3;Agfa;2;Made in Germany;2004 ?;;Jessops, GB;0;JessopSHR200.jpg
1848;018480;Jessops SHR400;PERUTZ SC 400 ? Uncertain DX...;Unknown;1;;2004 ?;;Jessops, GB;0;JessopSHR400.jpg
;;JHR Platz Color 100;;;;;;;;0;
;;JHR Platz Foto Plus Color 200;;;;;;;;0;
;;John Border Color Print;;;;;;;;0;JohnBorder.jpg
;;John Martins Color ASA80;;;;;;;;0;
;;John Menzies Colour Film 100;;;;;;;Menzies' stores, UK ?;0;
;;John Menzies Colour Film 200;;;;;;;Menzies' stores, UK ?;0;
;;Jurgensen FOTO Color 200 Jürgensen;;;;;;;Foto Jürgensen Foto Und Video GmbH, Germany ?;0;JurgensenColor200.jpg
;;Justice Angio 400;Ilford HP5+;;;;;;;0;
;;Kaba-colour Scheiße 400;Unknown expired color film;;;;~2018;;Cameraotaku (ebay store) ;1;
;;Kabaottemulsion DR.OFLI 2PX ISO 100;Unknown C-41 monochrome film. Could be Ilford XP2;;1;;~2018;;Cameraotaku (ebay store) ;1;
;;Kabaottemulsion Heisenberg BW7 ISO 7;expired ORWO positive motion picture duplicating raw film material (expired in 1996);;;;~2018;;Cameraotaku (ebay store) ;1;
;;Kabaottemulsion Heisenberg CINE 25D colour negative ISO25;Expired Kodak Vision 3 250D with remjet;;4;;~2018;;Cameraotaku (ebay store) ;1;
;;Kabaottemulsion Heisenberg CINE 50T colour negative ISO50;Expired Kodak Vision 2 500T;;4;;~1919;;Cameraotaku (ebay store) ;1;
;;Kabaottemulsion Horatio Caine 100 Super RED Scale;Inverted kaba-color 400 film for redscale;;;;~2018;;Cameraotaku (ebay store) ;1;
;;Kabaottemulsion Kaba-Khrome400;Expired Kodak Ektachrome 400;;4;;2016;;Cameraotaku (ebay store) ;0;
;;Kabaottemulsion Kubrick BW16 ISO 16;Expired Kodak motion picture negative film (1963);;;;~2018;;Cameraotaku (ebay store) ;1;
;;Kabaottemulsion Kubrick BW400 ISO 400 ;Ilford motion picture negative film - expired in 1979;;;;~2018;;Cameraotaku (ebay store) ;1;
;;Kabaottemulsion Kubrik CINE XX Kubrick ISO 250;Kodak 5222 motion picture Double-X ;;4;;~2018;;Cameraotaku (ebay store) ;1;
;;Kabaotto KABA-Colour 400 #Kabaottemulsion;Unknown respooled expired color film;;;;~2017 ?;;Cameraotaku (ebay store) ;1;KabaOtto.jpg
0272;002724;KALT ISO 100 White cartridge;Reloadable Metal Film Cassette for Bulk Loading;;;;;;;0;KaltWhite.jpg
0272;002724;KALT ISO 400 White cartridge;Reloadable Metal Film Cassette for Bulk Loading;;;;;;;0;KaltWhite400.jpg
1808;018084;KALT ISO 400 Yellow cartridge;Reloadable Metal Film Cassette for Bulk Loading;;;;;;;0;KaltYellow.jpg
;;Kangaroo Express 400;;;;;;;;0;
;;Karat Natural Color reversal;;Ansco ?;;;;;Karat Films Inc., USA;0;
;;Karmir 160 Color Film #aerocolor;KODAK AEROCOLOR III Negative Film 2460;Kodak;3;Film made in the USA and hand spooled in Finland;2022;2022;Karmir Film Lab, Armenia;0;
;;Karo Natural Color reversal ASA 10;;Ansco ?;;;1954;1955;Karat Films Inc., USA;0;
;;Katz Panchromatic Film B&W;;;;;;;Katz Drug Co., Kansas;0;KatzPanchro.jpg
;;KD 100;Ferrania Solaris FG;Ferrania;3;;2003;;Kaisers Drugstore;0;
;;KD 200;Ferrania Solaris FG;Ferrania;3;;2003;;Kaisers Drugstore;0;
;;KD 400;Ferrania Solaris FG;Ferrania;3;;2003;;Kaisers Drugstore;0;
;;Keen Color reversal ASA 20;;Kodak;;;1948;1951;Keen Photo Products Inc., Brooklin USA;0;
;;Keller-Dorian (Additive 3 colors);;Société du Film en Couleurs Keller-Dorian / Société Française Cinéchromatique Paris;;Made in France;1922;1930;;0;
;;KENBO Butterfly Natural Colours KF ISO 100;;;;;;;;0;KenboButterfly.jpg
;;Kenmore Panchromatic High Speed (Super-XX) #Superxx ;"""This film was made by Eastman Kodak company as Super-XX"" written on the box";Kodak;4;;50's;;;0;KenmoreSuperXX.jpg
1770;017701;Kentmere 100 ;"Close to Ilford Pan 100, but stated as ""absolutely brand new […] emulsion""";Harman Technology (Ilford);1;Made in England;~2009;2018;;0;Kentmere100.jpg
1770;017703;Kentmere 400;"Close to Ilford Pan 100, but stated as ""absolutely brand new […] emulsion""";Harman Technology (Ilford);1;Made in England;~2009;2018;;0;Kentmere400.jpg
1770;017701;Kentmere Pan 100 ;"New packaging, same film. Close to Ilford Pan 100, but stated as ""absolutely brand new […] emulsion""";Harman Technology (Ilford);1;Made in England;2018;;;2;KentmerePan100.jpg
1770;017703;Kentmere Pan 400;"New packaging, same film. Close to Ilford Pan 100, but stated as ""absolutely brand new […] emulsion""";Harman Technology (Ilford);1;Made in England;2018;;;2;KentmerePan400.jpg
1770;017703;Kentmere Pan 400 Candy pack;Kentmere 400 for Harman Reusable Camera kit.;Harman Technology (Ilford);;Made in England;2019;;;2;Kentmere400candy.jpg
;;"Kiku Asahi Chrome Orthochromatic ""Chrysanthemum"" 菊クロームフィルム #kikufilm";;;;Made in Japan;1928;;Asahi Shasein KKK;0;KikuChrome.jpg
;;Kiku Chrome Super Orthochromatic 菊クロームフィルム kikufilm;;;;Made in Japan;30's;;Asahi Shasein KKK ?;0;KikuChromeSuper.jpg
;;Kiku Film Pan KS Iso 80 PanKS kikufilm;;;;Made in Japan;50's;;Kiku Film Co LTD;0;KikuPanKS.jpg
;;Kiku Film Panchromatic kikufilm;;;;Made in Japan;50's;;Kiku Film & Co;0;KikuPanchro.jpg
;;Kiku Tokiwa トキワフィルム kikufilm;;;;Made in Japan;30's;;Asahi Shasein KKK;0;KikuTokiwa.jpg
;;Kiku Tokiwa トキワフィルム kikufilm;;;;Made in Japan;30's;;Asahi Shasein KKK ?;0;KikuUFchrome.jpg
;;Kin-O-Lux Reversal No . 1 #Kinolux N2;Only 16mm ?;;;;~1945;;;0;
;;Kin-O-Lux Superio No . 2 ISO 50 #Kinolux N2;;;;;~1945;;;0;
;;Kin-O-Lux Superio No . 3 ISO 100 #Kinolux N3;;;;;~1945;;;0;
;;King Film Panchro SS Film;;;;;;;;0;KingPanSS.jpg
;;King Frog;;;;;;;King Frog Photo;0;
;;KING Soopers HR 100 Color Print Film;;;;Made in USA;;;;0;KingSoopers100.jpg
;;King's Royal Panchromatic Film;;;;;;;;0;KingsRoyal.jpg
;;Kingsway Film;;;;;;;;0;
;;Kinney Brand 35mm Color Print Film 200 ISO;;;;Made in Japan;;;Kinney Drugs Inc., NY;0;Kinney200.jpg
1851;018513;Kirkland 200 Color Print Film;Made in Germany by Agfa;Agfa;4;Made in Germany;;;CWC, Seattle, USA;0;
1851;018513;Kirkland Signature 200 DX coding, AP70/C-41;Agfa Perutz SC-200;Agfa;3;Made in Germany;;;CWC, Seattle, USA;0;KirklandSign200.jpg
1849;018493;Kirkland Signature 400 Color Print Film;;Agfa / Perutz ?;;Made in Germany;;;CWC, Seattle, USA;0;
;;KITS Color Print Film S-SR 100 ISO 100 #SSR100 S-SR100;;;;;;;;0;
;;KITS Color Print Film S-SR 200 ISO 200 #SSR200 S-SR200;;;;;;;;0;
;;KITS Color Print Film S-SR 400 ISO 400 #SSR400 S-SR400;;;;;;;;0;
;;Kitty Panchromatic Film;;;;;;;;0;Kitty.jpg
;;Klick Economy (white box);;;;;;;Klick Photopoint, UK;0;
;;Klick Extra Definition Multi purpose film XD 100 #XD100;Fuji;Fujifilm;0;Made in Japan;;;Klick Photopoint, UK;0;KlickXD100.jpg
3784;;Klick Extra Definition Multi purpose film XD 200 #XD200;Fuji;Fujifilm;3;Made in Japan;;;Klick Photopoint, UK;0;KlickXD200.jpg
;;Klick HR200 Kleinbildfilme;;;;Made in EC;;;Müller;0;KlickHR200.jpg
;;Klick HR400 Kleinbildfilme;;;;Made in EC;;;Müller;0;KlickHR400.jpg
0129;001293;Klick Max 200;Fuji C200 ?;;1;;;;Klick PhotoPoint / Max Spielmann Store;0;KlickMax200.jpg
0130;301304;Klick Max 200;Fujicolor 200;;2;;;;Klick PhotoPoint / Max Spielmann Store;0;KlickMax200.jpg
0129;001293;Klick Max 400;Fuji C400 ?;;1;;;;Klick PhotoPoint / Max Spielmann Store;0;
;;Klick Photopoint 100 ;Konica Centuria Super 100 ?;;1;;;;Klick Photopoint, UK;0;Klick100.jpg
0419;004194;Klick Photopoint 200 ;Konica Centuria Super 200;;3;;;;Klick Photopoint, UK;0;Klick200.jpg
0426;004264;Klick Photopoint 400 ;Konica Centuria Super 400;;3;;;;Klick Photopoint, UK;0;Klick400.jpg
;;Klix Panchromatic Film;;;;;;;Klix Film Co;0;
;;Kloppenburg Premier Edition 200 ;Kodak 200 or Chinese Kodak 200 ?;Kodak, USA;2;Made in USA / RPC ??;2008;;Kloppenburg Drogeriekette;0;KloppenburgPremier200.jpg
;;Kmart HR100;;;;;;;;0;
;;Kmart HR200;;;;;;;;0;
;;Kmart HR400;;;;;;;;0;
;;Kodak – Code 8424;Blue sensitive emulsion for fast recording;;;;;;;0;
;;Kodak (Ektachrome or Cadmium enriched?) - Code : E3443;Aerochrome 2443 on a thin base;;;;;;;0;
1564;015640;Kodak (Gold?) 200-8;;;;;;;;1;
;;Kodak (Kodachrome) Color Print Material Type D;slide duping film;;;;1955;1957;;0;
;;Kodak (WL?) Surveillance 400 Film - Code : 2205;;;;;;;;0;KodakSurveillance400-2205.jpg
;;Kodak / Carestream BioMax Light Film;For detection of chemiluminescent labeled samples. Double side emulsion film.;Kodak / Carestream;;;;;;1;CarestreamBioMax.jpg
;;Kodak / Carestream Biomax MR-1;Autoradiography film. T-grain single side emulsion film.;Kodak / Carestream;;;;;;1;CarestreamBioMax.jpg
;;Kodak / Carestream Biomax MR-2;Autoradiography film. T-grain single side emulsion film.;Kodak / Carestream;;;;;;2;CarestreamBioMax.jpg
;;Kodak / Carestream Biomax MS-1;Autoradiography film. T-grain double side emulsion film.;Kodak / Carestream;;;;;;2;CarestreamBioMax.jpg
;;Kodak / Carestream Biomax MS-2;Autoradiography film. T-grain double side emulsion film.;Kodak / Carestream;;;;;;2;CarestreamBioMax.jpg
;;Kodak / Carestream Biomax XAR;For radioisotopes and chemiluminescence. T-grain double side emulsion film.;Kodak / Carestream;;;;;;2;CarestreamBioMax.jpg
;;Kodak / CareStream DryView recording film;High-resolution, IR sensitive photothermographic film.;Kodak then Carestream;;;End of 90’s ?;~2010’s ?;;0;
;;Kodak / Carestream T-Mat G/RA;X-ray, sheets, green sensitivity;Kodak then Carestream;;;;;;2;
;;Kodak / Carestream T-Mat G/RA Film, TMGRA-1 - Code : 4500;;Kodak then Carestream;;;;;;2;
;;Kodak / Carestream T-MAT L/RA film, TML/RA1 and TML/RA6, sheets - Code : 4157;;Kodak then Carestream;;;;;;2;
1270;912704;Kodak 100 (Gen 7?);;Kodak;;;;;;0;
1250;512503;Kodak 200 (Gen 7?);Similar to Gold 200 Gen 6 ?;Kodak;;;;;;0;Kodak200.jpg
1271;912713;Kodak 200 (Gen 7?);Similar to Colorplus ?;Kodak;;;~2006;;;0;
;;Kodak 33 Positive (Estar Base) – Code 2134;;Kodak;;;1960;1964;;0;
;;Kodak 33 Positive (Estar Thick Base) – Code 4134;;Kodak;;;1964;1965;;0;
;;Kodak 4-X Negative (4X) - Code : 5224 / 7224;;Kodak;;;1967;;;0;Kodak4X7224.jpg
;;Kodak 4-X Reversal (4XR) - Code : 7277;DL EI 400, Tungsten EI 320;Kodak;;;;~1967 ?;;0;Kodak4X7224.jpg
1537;915374;Kodak 400 35mm color print film GC400;Ultra Max 400 for disposable camera ? DX coded;Kodak;3;;;;;0;Kodak400UltramaxDispo.jpg
1527;015270;Kodak 400 Color Negative Film;;Kodak;;;;;;0;
1537;015377;"Kodak 400 GC White can ""for use in Kodak single use cameras""";Kodak Max or similar… disposable camera;Kodak;;;;;;0;
1315;013157;Kodak 400 white can;"""For use in Kodak single use cameras"". Gold II 400 / Max 400 (Gold gen 3)";Kodak;3;;;;;0;
;;Kodak 500T Color Negative Film – Code 5230 / 7230 ;(Same code as a 50's background film…);Kodak;;;2011;;;0;
0696;006960;Kodak 800 Color Negative Film;;Kodak;;;;;;0;
0690;006907;Kodak 800 GT For Use in Kodak Single Use Camera (Yellow);Kodak MAX Zoom 800 for disposable camera;Kodak;3;;;;;0;
0693;006937;Kodak 800-4 GT For Use in Kodak Single Use Camera (White);Kodak Max 800 for disposable camera. ;Kodak;3;;;;;2;Kodak800Dispo.jpg
;;Kodak A 35mm Kodak negative film from Mercury 6. Code : ECN;Type Unknownn, Possible designation of 5250;Kodak;;;;;;0;
1077;010774;Kodak Academy 200 B&W;For specific market such as India or Russia. ;Kodak;;Made in England ?;~1993;~2004 ?;;0;KodakAcademy200OLD.jpg
;;Kodak Academy 400 B&W;For specific market such as India or Russia. ;Kodak;;Made in England ?;~1993;~2004 ?;;0;
1080;110809;Kodak Academy Professional 200 B&W;For specific market such as India or Russia. Could be T-max…;Kodak;;;~2004 ?;;;1;KodakAcademy200.jpg
;;Kodak ACCUMAX 2000 Film ALI7;Reprographic and Instrumentation Product. Plotter film using blue/green Laser Diode. Same as Ultraline ALI7 ?;Kodak;;;;;;0;
;;Kodak Aerecon High Altitude Film - Code : 3409 ACRN;slow speed, pan black and white with extended red sensitivity;Kodak;;;;2000’s ?;;0;
;;Kodak Aerial Ektachrome military film;Governmental, scientific and military use only. 1St Ektachrome;;;;~1941;;;0;
;;Kodak Aerial Positive Film – Code 5435;Was 5574;Kodak;;;1958;1967;;0;
;;Kodak Aerial Positive Film – Code 5574 / 6574;Code changed to 5435;Kodak;;;1949;1958;;0;
;;Kodak Aerial RA Aerograpic Duplicating Film (7-mil) - Code : 4425;Remplaced by 4416;Kodak;;;;~2000's ?;;0;
;;Kodak Aero Positive Transparency;;Kodak;;;1946;1949;;0;
;;Kodak Aerochrome Color Infrared B158 (ESTAR Thin base) - Code : 3443 #IR;2443 on a thin base, EA-5 chem, clear gel backing;Kodak;;;;1976;;0;
;;Kodak AEROCHROME Duplicating (ESTAR Base) - Code : 2447;;Kodak;;;;;;0;
;;Kodak Aerochrome II Duplicating Film, SP883, 70mm, process EA-5. - Code : 2447;;Kodak;;;;;;0;
;;Kodak Aerochrome III Infrared ESTAR Base - Code : 1443;35mm & Large bulk format. AR-5 process;Kodak;;;~80's ?;2009;;0;Kodak1443.jpg
;;Kodak AEROCHROME III MS ESTAR Base – Code 2427;Process AR-5, positive color transparencies ;Kodak;;;;~ 1971;;0;
;;Kodak AEROCHROME Infrared (ESTAR Base) - Code : 2443;False color IR reversal film for forest surveys and camouflage detection;Kodak;;;~1971;;;0;
;;Kodak Aerochrome IR - Code : 2443 - EA-5;70mm and 5 inch formats, process EA-5;Kodak;;;;;;0;
;;Kodak Aerochrome IR Infrared - Code : 1443;Replace 2443;Kodak;;;;;;0;
;;Kodak Aerochrome MS Aerographic ESTAR Base - Code : 2448 ;Color reversal (EA-5) but could be run through C-22. Same film as Ektachrome MS Aero ? (same code);Kodak;;;1967;;;0;
;;Kodak Aerocolor II Negative. ASA 64 - Code : 2445 ARCLR II;medium speed for medium to high altitude;Kodak;;;;~1990?;;0;
;;Kodak Aerocolor III Negative - Code : 2444;Process AN-6. Large format bulk only, no 35mm.;Kodak;;;;End of 2000’s ?;;0;
;;Kodak Aerocolor IV Negative - Code : 2460;Process AN-6. ;Kodak;;;;;;1;
;;Kodak AEROCOLOR Negative 2445 (ESTAR Base) - Code : 2445;;Kodak;;;~1973 ?;;;0;
;;Kodak AEROGRAPHIC Direct Duplicating (ESTAR Base) - Code : 2422;;Kodak;;;;End of 2000’s ?;;0;
;;Kodak Aerographic Direct Duplicating Film - Code : 2442;;Kodak;;;;;;0;
;;Kodak Aerographic Direct Duplicating Film SP884 - Code : 2422;5 inch Estar base;Kodak;;;;1971;;0;
;;Kodak AEROGRAPHIC Duplicating (ESTAR Base) - Code : 2421;;Kodak;;;;;;0;
;;Kodak AEROGRAPHIC Duplicating (ESTAR Thick Base),  B/W - Code : 4421;;Kodak;;;;;;0;
;;Kodak Aerographic Duplicating Film – Code 2644;;Kodak;;;;;;0;
;;Kodak Aerographic Duplicating Film – Code 5427;large format rolls;Kodak;;;;;;0;
;;Kodak Aerographic Duplicating Film (ESTAR Base) type 2427;;Kodak;;;;End of 2000’s ?;;0;
;;Kodak Aerographic Duplicating Film Estar standard base - Code : 2420;Fast drying PX backing;Kodak;;;1968;1969;;0;
;;Kodak Aerographic Duplicating Film Estar Thick Base - Code : 4427;7-mil Estar with clear-gel backing;Kodak;;;1967;~1970;;0;
;;Kodak Aerographic Duplicating Film Estar Thick base, B&W - Code : 4421;V885 chemistery, sheets;Kodak;;;;~ 1975;;0;
;;Kodak Aerographic MX - Code : 2407;Extended red sensitivity;Kodak;;;;;;0;
;;Kodak Aerographic Positive - Code : 6574;;Kodak;;;1949;;;0;
;;Kodak Aerographic Positive Film – Code 2646;;Kodak;;;;;;0;
;;Kodak Aerographic RA Duplicating (3.9-mil) - Code : 2416;Remplacement for 2425;Kodak;;;end of 90's ?;End of 2000’s ?;;0;
;;Kodak Aerographic RA Duplicating (3.9-mil) - Code : 2425;Remplaced by 2416;Kodak;;;;;;0;
;;Kodak Aerographic RA Duplicating (7-mil) - Code : 4416;Remplacement for 4425;Kodak;;;end of 90's ?;End of 2000’s ?;;0;
;;Kodak Anscochrome Daylight 200 Color Reversal;;Kodak;;;;;;0;
;;Kodak Anscopanchromatic negative;sheet film, fine grain, fast;Kodak;;;;1960;;0;
;;Kodak Appan – Code 6126;;Kodak;;;1942;~1953;;0;
;;Kodak Appan (improved?) – Code 6126;;Kodak;;;1953;1958;;0;
1291;012910;Kodak AUTOCOLOR 100 AC – Code 5095;Similar to Gold Plus ?;;;;;;;0;
1323;013230;Kodak AUTOCOLOR 100 AC – Code 5218;Similar to Gold Plus ?;;;;;;;0;
;;Kodak Autopositive – Code 2577;;Eastman kodak company;;;;;;0;
;;Kodak Autopositive Film AC4;Reprographic and Instrumentation Product. Will become Precision Line AC4;;;;;End of 70’s ?;;0;
;;Kodak Autopositive Reflex – Code 2758;;Kodak;;;;;;0;
;;Kodak Autoradiography Emulsion Nuclear Track Film Type NTB / NTB2 / NTB3;Nuclear-type recording material for use in autoradiography at the light microscope level. This product is supplied in gel form for use as a liquid emulsion. Now produced by Carestream;Kodak;;;;;;0;
;;Kodak BACKGROUND Panchromatic Negative - Code : 1212;;Kodak;;;1932;end of 30’s ?;;0;
;;Kodak Background X Panchromatic film ISO 32 – Code 5230 / 7230;Sharp/Fine grain for background projection. Code re-used for 500T Negative;Kodak;;;1958 ?;1964;;0;
;;Kodak BACKGROUND-X Panchromatic Negative - Code : 1230;Remplaced by 5230 (Safety);Kodak;;;1938;1958;;0;
1261;212613;Kodak Black and White 400 BWC C-41;;Kodak;;;1999;;;0;KodakBWC.jpg
1261;312613;Kodak Black and White 400 BWC C-41 (With C-41 warning, first version?);;Kodak;;;1999;;;0;KodakBWC.jpg
;;Kodak Black and White Aerial – Code 2913;;Kodak;;;;;;0;
;;Kodak Black-and-White Print Film 2302 / 3302;Complements 5302. Process D97.;Kodak;;;1999 ?;;;2;Kodak2302.jpg
1556;015560;Kodak Black&White C41 400 Film;"Chromogenic film. New name of Black&White ""Plus""";Kodak;;;2002;;;0;Kodakblacknwhite400.jpg
1261;112617;Kodak Black&White C41 400 ISO Film Select Series – Japan version #+400 Black-and-White+ plus;"Chromogenic film, orange mask. Became Black&White (whitout ""plus"")";Kodak;;Made in USA ?;1998;2002 ?;;0;KodakBandWplus.jpg
1261;012610;Kodak Black&White C41 400 ISO Film Select Series #+400 Black-and-White+ plus;"Chromogenic film, orange mask. Became Black&White (whitout ""plus"")";Kodak;;Made in USA;1998;2002 ?;;0;KodakBandWplus.jpg
;;Kodak Blue Brand x-ray films xray;;Kodak;;;;;;0;
;;Kodak Blue Sensitive Masking film (Estar Base) – Code 2136;Positive masks for color separation negatives;Kodak;;;;;;0;
;;Kodak Bright Sun & Flash Film / GA (?) – Iso 200;;EASTMAN KODAK COMPANY;;Made in USA;;;;0;KodakBrightSun200.jpg
;;Kodak Bright Sun Film / GA – Iso 100;;EASTMAN KODAK COMPANY;;Made in USA;;;;0;KodakBrightSun.jpg
;;Kodak C/RA Duplicating Film, DUPC/RA-1, sheets - Code : 4423;;Kodak;;;1996;;;1;
;;Kodak Cadmium enriched High Definition Aerial film - Code : E3414;;Kodak;;;;;;0;
;;Kodak Camera 2000 Film CFZ;;Kodak Professional ;;;;;;0;
;;Kodak Camera 2000 Film CG7M / 7588;RA-2000 process. High contrast, orthochromatic film with matte surface;Kodak Polychrome Graphics;;;;;;0;
;;Kodak Camera 2000 Film CGP / 2588;RA-2000 process. High contrast, orthochromatic film;Kodak Polychrome Graphics;;;;;;0;
;;Kodak Camera 2000 Film CGP7 / 4588;RA-2000 process. High contrast, orthochromatic film;Kodak Polychrome Graphics;;;;;;0;
